termo,df_estimado,idf
shall say,30,8.38581107972514
shallow,444,5.721724002044046
shallow grave,11,9.334891634422286
shallowness,25,8.561701746188803
sham,22,8.684304068281136
shambles,42,8.058598168516724
shambling,13,9.180740954595027
shame,1239,4.696931625611203
shame didnt,20,8.775275846486863
shame film,41,8.082128665926916
shame good,14,9.111748083108075
shame movie,41,8.082128665926916
shame people,27,8.487593774035082
shame really,36,8.20888037156606
shame shame,17,8.92942652631412
shameful,74,7.502310170673975
shamefully,25,8.561701746188803
shameless,94,7.265921392609745
shamelessly,69,7.571303042160927
shampoo,14,9.111748083108075
shane,41,8.082128665926916
shanghai,67,7.600290579034179
shanghai lil,10,9.421903011411915
shangrila,8,9.622573706874066
shanks,9,9.517213191216241
shannon,71,7.543132165194231
shaolin,34,8.264450222720871
shaolin temple,11,9.334891634422286
shape,247,6.3063695380453035
shape form,37,8.1822121244839
shaped,76,7.475992862356602
shapely,16,8.98658494015407
shapes,55,7.794446593475136
shapeshifting,18,8.875359305043844
shaping,19,8.824066010656296
shapiro,11,9.334891634422286
shaq,15,9.047209561970504
share,662,5.3230232940244235
shared,138,6.885324351079594
shares,142,6.856953653950378
sharif,24,8.600922459342085
sharing,126,6.975611197751695
shark,148,6.815851978264827
sharks,60,7.708924420036975
sharky,12,9.25484892674875
sharkys,14,9.111748083108075
sharkys machine,14,9.111748083108075
sharma,19,8.824066010656296
sharon,79,7.437771649536404
sharon stone,28,8.452502454223811
sharp,379,5.879627031489854
sharpe,16,8.98658494015407
sharper,23,8.64174445386234
sharply,39,8.130918830096348
shat,7,9.74035674253045
shatner,69,7.571303042160927
shatners,15,9.047209561970504
shatter,23,8.64174445386234
shattered,60,7.708924420036975
shattering,41,8.082128665926916
shaun,48,7.927977986099659
shaun dead,24,8.600922459342085
shave,32,8.323290722743806
shaved,30,8.38581107972514
shaving,30,8.38581107972514
shaw,85,7.365450987956778
shaw brothers,16,8.98658494015407
shawn,62,7.676663557818753
shawn michaels,18,8.875359305043844
shaws,17,8.92942652631412
shawshank,39,8.130918830096348
shawshank redemption,31,8.354062381410559
shayne,10,9.421903011411915
shea,13,9.180740954595027
shear,18,8.875359305043844
shearer,34,8.264450222720871
sheba,15,9.047209561970504
sheba baby,8,9.622573706874066
shed,251,6.290369196698863
shed light,34,8.264450222720871
shed tear,31,8.354062381410559
shedding,16,8.98658494015407
sheds,24,8.600922459342085
sheedy,15,9.047209561970504
sheen,125,6.983516377258808
sheens,22,8.684304068281136
sheep,73,7.515733191006116
sheer,493,5.617262767022363
sheer brilliance,14,9.111748083108075
sheer entertainment,19,8.824066010656296
sheer stupidity,26,8.523961418205957
sheesh,33,8.293437759594124
sheet,45,7.991156887721191
sheeta,13,9.180740954595027
sheets,52,7.849506370658164
shefali,19,8.824066010656296
sheffer,26,8.523961418205957
sheffield,12,9.25484892674875
sheila,41,8.082128665926916
shekhar,13,9.180740954595027
sheldon,14,9.111748083108075
shelf,183,6.6048625266013
shell,196,6.5365945554722975
shelley,88,7.3311619144781455
shelley winters,48,7.927977986099659
shells,17,8.92942652631412
shellshocked,19,8.824066010656296
shelly,30,8.38581107972514
shelter,76,7.475992862356602
sheltered,28,8.452502454223811
shelton,13,9.180740954595027
shelved,20,8.775275846486863
shelves,71,7.543132165194231
shemp,37,8.1822121244839
shen,8,9.622573706874066
shenanigans,63,7.660915200850614
shep,8,9.622573706874066
shepard,51,7.868554565628858
shepherd,68,7.585691779613026
shepitko,6,9.873888135154973
shepitkos,8,9.622573706874066
sheppard,14,9.111748083108075
sheridan,43,8.035608650292025
sheriff,331,6.014663315293797
sheriffs,43,8.035608650292025
sherlock,65,7.63014354218386
sherlock holmes,55,7.794446593475136
sherman,28,8.452502454223811
sherri,19,8.824066010656296
sherry,19,8.824066010656296
sherwood,22,8.684304068281136
sheryl,15,9.047209561970504
shes,2033,4.202038707601781
shes beautiful,21,8.72875583085197
shes doing,20,8.775275846486863
shes given,14,9.111748083108075
shes going,44,8.013135794439966
shes good,57,7.759355273663867
shes got,36,8.20888037156606
shes great,27,8.487593774035082
shes having,14,9.111748083108075
shes just,74,7.502310170673975
shes like,20,8.775275846486863
shes man,10,9.421903011411915
shes playing,19,8.824066010656296
shes pretty,16,8.98658494015407
shes quite,18,8.875359305043844
shes really,36,8.20888037156606
shes seen,15,9.047209561970504
shes supposed,25,8.561701746188803
shes trying,19,8.824066010656296
shes wearing,15,9.047209561970504
shi,9,9.517213191216241
shia,32,8.323290722743806
shia labeouf,19,8.824066010656296
shiban,9,9.517213191216241
shield,51,7.868554565628858
shields,34,8.264450222720871
shift,103,7.175407385068913
shifted,22,8.684304068281136
shifting,61,7.692663899165194
shifts,102,7.18506929598065
shifty,21,8.72875583085197
shimizu,11,9.334891634422286
shin,14,9.111748083108075
shinae,8,9.622573706874066
shine,197,6.531531253515751
shined,16,8.98658494015407
shines,274,6.203027186543714
shining,190,6.567524856163656
shining example,15,9.047209561970504
shintaro,13,9.180740954595027
shiny,60,7.708924420036975
ship,465,5.6756126500846396
shipment,23,8.64174445386234
shipped,23,8.64174445386234
shipping,19,8.824066010656296
ships,180,6.62130125294446
shipwreck,16,8.98658494015407
shipwrecked,21,8.72875583085197
shirley,123,6.999516718605249
shirley jones,18,8.875359305043844
shirley temple,33,8.293437759594124
shirleys,9,9.517213191216241
shirt,171,6.672303807396832
shirtless,20,8.775275846486863
shirts,59,7.725453721988185
shitty,22,8.684304068281136
shiver,18,8.875359305043844
shivers,35,8.236279345754177
shivers spine,16,8.98658494015407
sho,39,8.130918830096348
sho kosugi,10,9.421903011411915
shock,651,5.339753722283633
shock audience,15,9.047209561970504
shock value,73,7.515733191006116
shocked,407,5.808531109806124
shocker,76,7.475992862356602
shocking,605,5.412918298140971
shocking scenes,17,8.92942652631412
shockingly,92,7.28719879105703
shockingly bad,15,9.047209561970504
shocks,96,7.245087305706903
shoddy,139,6.878155861600981
shoe,92,7.28719879105703
shoes,217,6.435303221421197
shoeshine,11,9.334891634422286
shoestring,65,7.63014354218386
shoestring budget,42,8.058598168516724
shohei,14,9.111748083108075
sholay,22,8.684304068281136
shone,33,8.293437759594124
shook,39,8.130918830096348
shoot,757,5.189114898567914
shoot em,24,8.600922459342085
shoot film,19,8.824066010656296
shoot movie,18,8.875359305043844
shoot outs,13,9.180740954595027
shoot people,15,9.047209561970504
shootem,15,9.047209561970504
shootemup,21,8.72875583085197
shooter,35,8.236279345754177
shooters,21,8.72875583085197
shooting,818,5.111714200357216
shooting film,23,8.64174445386234
shooting movie,17,8.92942652631412
shooting scenes,17,8.92942652631412
shootings,47,7.948597273302394
shootout,111,7.101299412915191
shootouts,61,7.692663899165194
shoots,249,6.298337366348039
shop,434,5.744452253121602
shop corner,16,8.98658494015407
shopping,111,7.101299412915191
shopping mall,20,8.775275846486863
shops,45,7.991156887721191
shore,96,7.245087305706903
shore leave,21,8.72875583085197
shores,28,8.452502454223811
short,3051,3.7962458918059383
short attention,23,8.64174445386234
short cuts,16,8.98658494015407
short dont,17,8.92942652631412
short film,243,6.322630058917084
short films,88,7.3311619144781455
short good,17,8.92942652631412
short just,21,8.72875583085197
short life,15,9.047209561970504
short like,15,9.047209561970504
short list,16,8.98658494015407
short lived,33,8.293437759594124
short minutes,33,8.293437759594124
short movie,89,7.319988613880021
short order,20,8.775275846486863
short period,15,9.047209561970504
short run,15,9.047209561970504
short running,31,8.354062381410559
short scene,18,8.875359305043844
short scenes,23,8.64174445386234
short stories,48,7.927977986099659
short story,123,6.999516718605249
short subject,26,8.523961418205957
short subjects,16,8.98658494015407
short sweet,22,8.684304068281136
short time,116,7.05762434941253
shortage,32,8.323290722743806
shortcoming,14,9.111748083108075
shortcomings,132,6.929449155988532
shortened,39,8.130918830096348
shorter,133,6.921958484259375
shortest,20,8.775275846486863
shortlived,43,8.035608650292025
shortly,244,6.318540073665559
shorts,257,6.266838699288669
shorty,26,8.523961418205957
shot,3251,3.7327728135425846
shot bad,14,9.111748083108075
shot beautiful,14,9.111748083108075
shot black,24,8.600922459342085
shot camera,20,8.775275846486863
shot days,17,8.92942652631412
shot dead,30,8.38581107972514
shot death,18,8.875359305043844
shot digital,16,8.98658494015407
shot dont,14,9.111748083108075
shot edited,14,9.111748083108075
shot end,14,9.111748083108075
shot entirely,20,8.775275846486863
shot film,67,7.600290579034179
shot gun,12,9.25484892674875
shot head,24,8.600922459342085
shot just,14,9.111748083108075
shot killed,21,8.72875583085197
shot like,37,8.1822121244839
shot location,34,8.264450222720871
shot mm,16,8.98658494015407
shot movie,44,8.013135794439966
shot real,19,8.824066010656296
shot scene,22,8.684304068281136
shot scenes,15,9.047209561970504
shot shot,33,8.293437759594124
shot video,55,7.794446593475136
shotgun,87,7.342461469732079
shotguns,13,9.180740954595027
shotonvideo,16,8.98658494015407
shots,1583,4.452089711835915
shots film,24,8.600922459342085
shots just,15,9.047209561970504
shots make,16,8.98658494015407
shots movie,21,8.72875583085197
shots people,21,8.72875583085197
shoulder,134,6.914523505771856
shoulder arms,11,9.334891634422286
shoulders,136,6.899817358382161
shouldnt,656,5.332114265725675
shouldnt expect,15,9.047209561970504
shouldnt watch,16,8.98658494015407
shouldve,128,6.959985879848613
shout,72,7.529338843061895
shouted,31,8.354062381410559
shouting,144,6.843064541789712
shouts,64,7.645411014314648
shove,35,8.236279345754177
shoved,66,7.615105664819319
shovel,20,8.775275846486863
shoves,19,8.824066010656296
shoving,29,8.41860090254813
showbiz,22,8.684304068281136
showcase,170,6.678134727707626
showcased,46,7.969650682500228
showcases,69,7.571303042160927
showcasing,37,8.1822121244839
showdown,156,6.763552478861977
showed,861,5.060543013546592
showed film,18,8.875359305043844
showed great,15,9.047209561970504
showed movie,22,8.684304068281136
shower,231,6.373060912543976
shower scene,74,7.502310170673975
showers,24,8.600922459342085
showgirl,14,9.111748083108075
showgirls,37,8.1822121244839
showing,1474,4.523385015436366
showing film,18,8.875359305043844
showings,20,8.775275846486863
shown,1772,4.339369978136078
shown film,68,7.585691779613026
shown just,19,8.824066010656296
shown movie,64,7.645411014314648
shown screen,30,8.38581107972514
shown television,16,8.98658494015407
shown tv,58,7.742260840304566
shows,3968,3.5335288314272204
shows bad,14,9.111748083108075
shows best,17,8.92942652631412
shows better,14,9.111748083108075
shows characters,17,8.92942652631412
shows different,25,8.561701746188803
shows dont,15,9.047209561970504
shows end,16,8.98658494015407
shows film,22,8.684304068281136
shows good,42,8.058598168516724
shows great,46,7.969650682500228
shows hes,15,9.047209561970504
shows ive,23,8.64174445386234
shows just,50,7.88797265148596
shows life,25,8.561701746188803
shows like,134,6.914523505771856
shows little,35,8.236279345754177
shows lot,43,8.035608650292025
shows love,19,8.824066010656296
shows movie,16,8.98658494015407
shows movies,30,8.38581107972514
shows new,15,9.047209561970504
shows people,32,8.323290722743806
shows real,36,8.20888037156606
shows really,31,8.354062381410559
shows talent,21,8.72875583085197
shows time,31,8.354062381410559
shows true,24,8.600922459342085
shows tv,33,8.293437759594124
shows watch,17,8.92942652631412
shows young,14,9.111748083108075
showtime,88,7.3311619144781455
showy,27,8.487593774035082
shreck,12,9.25484892674875
shred,71,7.543132165194231
shreds,38,8.156236638080639
shrek,43,8.035608650292025
shrew,17,8.92942652631412
shrewd,27,8.487593774035082
shriek,25,8.561701746188803
shrieking,32,8.323290722743806
shrieks,14,9.111748083108075
shrill,57,7.759355273663867
shrine,15,9.047209561970504
shrink,54,7.812465098977815
shrinking,22,8.684304068281136
shrinks,18,8.875359305043844
shrouded,21,8.72875583085197
shrug,19,8.824066010656296
shrunk,14,9.111748083108075
shrunken,11,9.334891634422286
sht,119,7.03230654142824
shtick,53,7.8308142376460115
shudder,38,8.156236638080639
shue,29,8.41860090254813
shuffle,26,8.523961418205957
shuffling,16,8.98658494015407
shun,17,8.92942652631412
shunned,32,8.323290722743806
shut,295,6.129438829886225
shuts,24,8.600922459342085
shutter,14,9.111748083108075
shutting,25,8.561701746188803
shuttle,56,7.776747016375736
shy,226,6.394848266728883
shy away,33,8.293437759594124
shylock,25,8.561701746188803
si,24,8.600922459342085
sibling,57,7.759355273663867
siblings,109,7.119317918417869
sic,28,8.452502454223811
sica,15,9.047209561970504
sicas,13,9.180740954595027
sicilian,22,8.684304068281136
sicily,24,8.600922459342085
sick,834,5.09236655935943
sick man,15,9.047209561970504
sick mind,12,9.25484892674875
sick people,16,8.98658494015407
sick stomach,16,8.98658494015407
sick tired,25,8.561701746188803
sick twisted,36,8.20888037156606
sickened,16,8.98658494015407
sickening,104,7.165837934052762
sickeningly,27,8.487593774035082
sickest,16,8.98658494015407
sickly,44,8.013135794439966
sickness,70,7.5571184071689705
sicko,14,9.111748083108075
sid,81,7.413079036946033
sided,38,8.156236638080639
sidekick,213,6.453822269188434
sidekicks,39,8.130918830096348
sideline,14,9.111748083108075
sidelines,28,8.452502454223811
sides,345,5.973359509152561
sideshow,16,8.98658494015407
sidesplitting,35,8.236279345754177
sidetracked,14,9.111748083108075
sidewalk,61,7.692663899165194
sidewalk ends,15,9.047209561970504
sideways,36,8.20888037156606
sidney,175,6.649314289172134
sidney lumet,33,8.293437759594124
sidney poitier,30,8.38581107972514
sidneys,9,9.517213191216241
siege,58,7.742260840304566
siegel,28,8.452502454223811
siegfried,11,9.334891634422286
sienna,30,8.38581107972514
sienna miller,22,8.684304068281136
sierra,29,8.41860090254813
sigh,84,7.377147027719969
sighing,14,9.111748083108075
sight,575,5.4636906235143945
sight gags,73,7.515733191006116
sights,83,7.388981485366972
sign,470,5.664940190193868
signal,49,7.90777527878214
signals,39,8.130918830096348
signature,66,7.615105664819319
signed,149,6.80916299011403
significance,144,6.843064541789712
significant,315,6.064056070623374
significantly,77,7.463089457520694
signified,12,9.25484892674875
signifying,15,9.047209561970504
signing,48,7.927977986099659
signs,215,6.444519876526121
sigourney,43,8.035608650292025
sigourney weaver,36,8.20888037156606
silberling,6,9.873888135154973
silence,268,6.225086904608447
silence lambs,67,7.600290579034179
silenced,16,8.98658494015407
silences,29,8.41860090254813
silent,654,5.335163048575033
silent cinema,16,8.98658494015407
silent comedy,16,8.98658494015407
silent era,46,7.969650682500228
silent film,113,7.08359983581579
silent films,63,7.660915200850614
silent hill,16,8.98658494015407
silent movie,48,7.927977986099659
silent movies,15,9.047209561970504
silent night,11,9.334891634422286
silent screen,17,8.92942652631412
silently,38,8.156236638080639
silents,32,8.323290722743806
silhouette,32,8.323290722743806
silhouettes,15,9.047209561970504
silicon,16,8.98658494015407
silk,37,8.1822121244839
sillier,34,8.264450222720871
silliest,31,8.354062381410559
silliness,141,6.863971226609025
silly,1602,4.440166131600733
silly comedy,14,9.111748083108075
silly film,27,8.487593774035082
silly funny,18,8.875359305043844
silly little,25,8.561701746188803
silly movie,33,8.293437759594124
silly plot,36,8.20888037156606
silly story,24,8.600922459342085
silly stupid,20,8.775275846486863
silva,28,8.452502454223811
silver,241,6.330860558053599
silver lining,14,9.111748083108075
silver screen,83,7.388981485366972
silverman,43,8.035608650292025
silvers,39,8.130918830096348
silverstone,16,8.98658494015407
silvia,12,9.25484892674875
silvio,7,9.74035674253045
sim,28,8.452502454223811
simba,16,8.98658494015407
similar,1508,4.500595825442437
similar film,30,8.38581107972514
similar films,26,8.523961418205957
similar movie,28,8.452502454223811
similar movies,26,8.523961418205957
similar plot,22,8.684304068281136
similar situation,16,8.98658494015407
similar story,21,8.72875583085197
similar style,14,9.111748083108075
similar theme,15,9.047209561970504
similarities,184,6.599442459131961
similarity,78,7.4503504317432645
similarly,198,6.526493459485794
simmering,17,8.92942652631412
simmons,97,7.234830805539714
simon,268,6.225086904608447
simon pegg,32,8.323290722743806
simone,28,8.452502454223811
simons,35,8.236279345754177
simpering,17,8.92942652631412
simple,1812,4.317060073455435
simple effective,22,8.684304068281136
simple fact,31,8.354062381410559
simple film,18,8.875359305043844
simple little,16,8.98658494015407
simple minded,12,9.25484892674875
simple movie,28,8.452502454223811
simple plot,46,7.969650682500228
simple premise,14,9.111748083108075
simple reason,20,8.775275846486863
simple rules,11,9.334891634422286
simple story,119,7.03230654142824
simple straight,16,8.98658494015407
simple straightforward,14,9.111748083108075
simple things,17,8.92942652631412
simple way,15,9.047209561970504
simpleminded,34,8.264450222720871
simpler,61,7.692663899165194
simpler time,14,9.111748083108075
simplest,48,7.927977986099659
simpleton,21,8.72875583085197
simplicity,151,6.7959177633640095
simplified,21,8.72875583085197
simplistic,201,6.511530586809081
simply,3286,3.7220677105460664
simply amazing,51,7.868554565628858
simply arent,15,9.047209561970504
simply awful,45,7.991156887721191
simply bad,50,7.88797265148596
simply beautiful,24,8.600922459342085
simply believe,16,8.98658494015407
simply best,37,8.1822121244839
simply boring,21,8.72875583085197
simply brilliant,22,8.684304068281136
simply did,14,9.111748083108075
simply didnt,34,8.264450222720871
simply does,25,8.561701746188803
simply doesnt,64,7.645411014314648
simply dont,50,7.88797265148596
simply fantastic,14,9.111748083108075
simply film,25,8.561701746188803
simply funny,20,8.775275846486863
simply good,28,8.452502454223811
simply great,19,8.824066010656296
simply hilarious,14,9.111748083108075
simply isnt,49,7.90777527878214
simply just,20,8.775275846486863
simply love,14,9.111748083108075
simply make,18,8.875359305043844
simply movie,25,8.561701746188803
simply ridiculous,14,9.111748083108075
simply say,16,8.98658494015407
simply stunning,17,8.92942652631412
simply terrible,23,8.64174445386234
simply want,14,9.111748083108075
simply wasnt,16,8.98658494015407
simply watch,16,8.98658494015407
simply wonderful,26,8.523961418205957
simply worst,24,8.600922459342085
simpson,104,7.165837934052762
simpsons,125,6.983516377258808
simran,11,9.334891634422286
sims,24,8.600922459342085
simulate,19,8.824066010656296
simulated,36,8.20888037156606
simulated sex,14,9.111748083108075
simulation,11,9.334891634422286
simultaneous,17,8.92942652631412
simultaneously,160,6.738393919225823
sin,187,6.583356321380337
sin city,46,7.969650682500228
sin eater,6,9.873888135154973
sinatra,125,6.983516377258808
sinatras,40,8.106226217505977
sincerely,129,6.952263833754704
sincerely hope,35,8.236279345754177
sincerity,84,7.377147027719969
sinclair,24,8.600922459342085
sinful,16,8.98658494015407
sing,422,5.772426105164008
sing dance,26,8.523961418205957
sing song,16,8.98658494015407
singapore,24,8.600922459342085
singer,439,5.733023557297979
singers,124,6.9914845469079845
singh,35,8.236279345754177
singin,37,8.1822121244839
singin rain,31,8.354062381410559
singing,781,5.157943543664975
singing dancing,61,7.692663899165194
singing song,21,8.72875583085197
singing songs,16,8.98658494015407
singing voice,36,8.20888037156606
single,1571,4.459694311221134
single character,47,7.948597273302394
single episode,27,8.487593774035082
single frame,15,9.047209561970504
single line,21,8.72875583085197
single minute,14,9.111748083108075
single moment,23,8.64174445386234
single mother,40,8.106226217505977
single movie,19,8.824066010656296
single person,40,8.106226217505977
single scene,56,7.776747016375736
single shot,28,8.452502454223811
single thing,27,8.487593774035082
single time,26,8.523961418205957
single woman,14,9.111748083108075
single word,24,8.600922459342085
single worst,24,8.600922459342085
singled,17,8.92942652631412
singlehandedly,45,7.991156887721191
singles,22,8.684304068281136
singleton,11,9.334891634422286
sings,255,6.274620839730724
sings song,16,8.98658494015407
singular,43,8.035608650292025
singularly,27,8.487593774035082
sinise,14,9.111748083108075
sinister,288,6.153371596097854
sink,151,6.7959177633640095
sinking,96,7.245087305706903
sinks,87,7.342461469732079
sins,80,7.425349129537847
sinuhe,9,9.517213191216241
siodmak,15,9.047209561970504
sioux,16,8.98658494015407
sipping,17,8.92942652631412
sir,294,6.132822927870466
sir john,49,7.90777527878214
siren,32,8.323290722743806
sirens,23,8.64174445386234
sirk,35,8.236279345754177
sirks,18,8.875359305043844
sis,19,8.824066010656296
siskel,18,8.875359305043844
sissi,8,9.622573706874066
sissy,58,7.742260840304566
sissy spacek,24,8.600922459342085
sister,1143,4.777512112270543
sister helen,12,9.25484892674875
sister movie,15,9.047209561970504
sister played,17,8.92942652631412
sisterinlaw,17,8.92942652631412
sisters,395,5.838384072955805
sit,1321,4.632897263798654
sit enjoy,65,7.63014354218386
sit film,18,8.875359305043844
sit hours,14,9.111748083108075
sit just,16,8.98658494015407
sit laugh,16,8.98658494015407
sit minutes,24,8.600922459342085
sit movie,45,7.991156887721191
sit relax,25,8.561701746188803
sit thing,19,8.824066010656296
sit watch,107,7.137667057086066
sita,13,9.180740954595027
sitcom,278,6.188586502388921
sitcoms,110,7.110268082897952
site,444,5.721724002044046
sites,66,7.615105664819319
sith,17,8.92942652631412
sits,181,6.615791597133491
sitter,8,9.622573706874066
sitting,857,5.065194184722324
sitting couch,14,9.111748083108075
sitting movie,15,9.047209561970504
sitting watching,20,8.775275846486863
situated,36,8.20888037156606
situation,1235,4.70016264619265
situation comedy,20,8.775275846486863
situation film,20,8.775275846486863
situation just,14,9.111748083108075
situation like,22,8.684304068281136
situational,20,8.775275846486863
situations,918,4.996512161854598
situations characters,19,8.824066010656296
situations make,14,9.111748083108075
sixteen,46,7.969650682500228
sixteen years,16,8.98658494015407
sixth,99,7.214628098222194
sixth sense,37,8.1822121244839
sixties,150,6.802518447395362
sizable,18,8.875359305043844
size,233,6.364477168852584
sized,45,7.991156887721191
sizes,34,8.264450222720871
sizzling,20,8.775275846486863
sjöström,8,9.622573706874066
skagway,9,9.517213191216241
skate,29,8.41860090254813
skateboard,29,8.41860090254813
skateboarding,35,8.236279345754177
skater,23,8.64174445386234
skaters,21,8.72875583085197
skates,16,8.98658494015407
skating,43,8.035608650292025
skeet,16,8.98658494015407
skeletal,21,8.72875583085197
skeleton,89,7.319988613880021
skeleton man,12,9.25484892674875
skeletons,32,8.323290722743806
skeletor,9,9.517213191216241
skelton,19,8.824066010656296
skeptic,17,8.92942652631412
skeptical,82,7.400957676413688
skepticism,20,8.775275846486863
sketch,103,7.175407385068913
sketch comedy,13,9.180740954595027
sketched,14,9.111748083108075
sketches,81,7.413079036946033
sketchy,48,7.927977986099659
skewed,28,8.452502454223811
ski,34,8.264450222720871
skid,13,9.180740954595027
skies,52,7.849506370658164
skiing,11,9.334891634422286
skill,320,6.04835716108027
skilled,96,7.245087305706903
skillful,40,8.106226217505977
skillfully,65,7.63014354218386
skills,462,5.682071230124052
skimmed,20,8.775275846486863
skimpy,47,7.948597273302394
skin,373,5.895542486795754
skin flick,13,9.180740954595027
skinheads,13,9.180740954595027
skinned,25,8.561701746188803
skinner,13,9.180740954595027
skinny,92,7.28719879105703
skinny dipping,13,9.180740954595027
skins,17,8.92942652631412
skip,493,5.617262767022363
skip film,22,8.684304068281136
skip movie,35,8.236279345754177
skip watch,15,9.047209561970504
skipped,68,7.585691779613026
skipper,18,8.875359305043844
skipping,73,7.515733191006116
skippy,9,9.517213191216241
skips,43,8.035608650292025
skirt,40,8.106226217505977
skirts,31,8.354062381410559
skit,93,7.276503501940282
skits,95,7.25545009274245
skull,98,7.224678434075696
skulls,41,8.082128665926916
skunk,18,8.875359305043844
sky,320,6.04835716108027
sky captain,16,8.98658494015407
sky masterson,16,8.98658494015407
skye,15,9.047209561970504
skyline,19,8.824066010656296
skyscraper,13,9.180740954595027
skywalker,31,8.354062381410559
slack,50,7.88797265148596
slacker,29,8.41860090254813
slackers,21,8.72875583085197
slackjawed,15,9.047209561970504
slade,10,9.421903011411915
slain,31,8.354062381410559
slam,58,7.742260840304566
slammed,22,8.684304068281136
slamming,21,8.72875583085197
slams,34,8.264450222720871
slang,55,7.794446593475136
slant,36,8.20888037156606
slanted,14,9.111748083108075
slap,178,6.632412478369531
slap face,46,7.969650682500228
slap stick,20,8.775275846486863
slapdash,16,8.98658494015407
slapped,98,7.224678434075696
slapping,51,7.868554565628858
slaps,36,8.20888037156606
slapstick,386,5.861373591180504
slapstick comedy,41,8.082128665926916
slapstick humor,19,8.824066010656296
slash,56,7.776747016375736
slashed,30,8.38581107972514
slasher,509,5.585387558491915
slasher fans,18,8.875359305043844
slasher film,84,7.377147027719969
slasher films,52,7.849506370658164
slasher flick,81,7.413079036946033
slasher flicks,37,8.1822121244839
slasher genre,25,8.561701746188803
slasher movie,80,7.425349129537847
slasher movies,45,7.991156887721191
slashers,87,7.342461469732079
slashes,17,8.92942652631412
slashing,34,8.264450222720871
slate,25,8.561701746188803
slated,22,8.684304068281136
slater,33,8.293437759594124
slaughter,114,7.074866155847036
slaughter high,13,9.180740954595027
slaughtered,73,7.515733191006116
slaughterhouse,21,8.72875583085197
slaughtering,29,8.41860090254813
slaughters,12,9.25484892674875
slausen,12,9.25484892674875
slave,139,6.878155861600981
slavery,64,7.645411014314648
slaves,85,7.365450987956778
slavic,13,9.180740954595027
slay,18,8.875359305043844
slayer,52,7.849506370658164
slaying,20,8.775275846486863
sleaze,129,6.952263833754704
sleazy,273,6.2066701778222155
sledge,13,9.180740954595027
sledgehammer,36,8.20888037156606
sleek,25,8.561701746188803
sleep,567,5.477676865489134
sleepaway,16,8.98658494015407
sleepaway camp,16,8.98658494015407
sleeper,84,7.377147027719969
sleeper cell,9,9.517213191216241
sleeping,303,6.102770582804064
sleepless,26,8.523961418205957
sleeps,96,7.245087305706903
sleepwalk,16,8.98658494015407
sleepwalkers,15,9.047209561970504
sleepwalking,33,8.293437759594124
sleepwalks,21,8.72875583085197
sleepy,81,7.413079036946033
sleepy hollow,14,9.111748083108075
sleeve,54,7.812465098977815
sleeves,35,8.236279345754177
sleeves synopsis,24,8.600922459342085
sleigh,13,9.180740954595027
slender,16,8.98658494015407
slept,86,7.353890165555702
sleuth,27,8.487593774035082
slew,60,7.708924420036975
slice,135,6.907143398474234
slice life,27,8.487593774035082
sliced,37,8.1822121244839
sliceoflife,17,8.92942652631412
slices,26,8.523961418205957
slicing,25,8.561701746188803
slick,186,6.588689667355699
slicker,19,8.824066010656296
slickly,14,9.111748083108075
slide,88,7.3311619144781455
slides,36,8.20888037156606
sliding,39,8.130918830096348
slight,284,6.167309103941635
slightest,209,6.472690753492817
slightest bit,30,8.38581107972514
slightly,997,4.914045007898822
slightly amusing,17,8.92942652631412
slightly better,61,7.692663899165194
slightly different,38,8.156236638080639
slim,96,7.245087305706903
slime,35,8.236279345754177
slimy,117,7.049113659744621
sling,11,9.334891634422286
slip,112,7.092410465497945
slipped,62,7.676663557818753
slipper,14,9.111748083108075
slippery,17,8.92942652631412
slipping,40,8.106226217505977
slips,74,7.502310170673975
slipshod,14,9.111748083108075
slipstream,8,9.622573706874066
slit,40,8.106226217505977
slit wrists,15,9.047209561970504
slither,11,9.334891634422286
sloan,13,9.180740954595027
sloane,28,8.452502454223811
slob,58,7.742260840304566
slog,18,8.875359305043844
slomo,14,9.111748083108075
slop,23,8.64174445386234
slope,15,9.047209561970504
sloppily,28,8.452502454223811
sloppiness,16,8.98658494015407
sloppy,205,6.491922115420705
slot,60,7.708924420036975
sloth,17,8.92942652631412
slots,18,8.875359305043844
slow,1724,4.366815954744826
slow beginning,23,8.64174445386234
slow boring,47,7.948597273302394
slow dull,19,8.824066010656296
slow going,17,8.92942652631412
slow motion,156,6.763552478861977
slow movie,27,8.487593774035082
slow moving,86,7.353890165555702
slow pace,90,7.308938777693435
slow paced,46,7.969650682500228
slow pacing,26,8.523961418205957
slow parts,17,8.92942652631412
slow plodding,15,9.047209561970504
slow plot,16,8.98658494015407
slow slow,13,9.180740954595027
slow start,28,8.452502454223811
slow story,14,9.111748083108075
slow times,26,8.523961418205957
slowed,36,8.20888037156606
slower,76,7.475992862356602
slowest,15,9.047209561970504
slowing,23,8.64174445386234
slowly,750,5.198392632446151
slowly surely,19,8.824066010656296
slowmo,15,9.047209561970504
slowmotion,59,7.725453721988185
slowmoving,57,7.759355273663867
slowness,18,8.875359305043844
slowpaced,45,7.991156887721191
slows,64,7.645411014314648
sludge,20,8.775275846486863
slug,33,8.293437759594124
sluggish,46,7.969650682500228
slugs,28,8.452502454223811
slum,28,8.452502454223811
slumber,50,7.88797265148596
slumber party,34,8.264450222720871
